43,China,723,1/4/2017,nulla eget eros elementum pellentesque quisque porta volutpat erat quisque,Never,5520,88526.47,10,0
44,Thailand,838,8/12/2017,vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum,Often,5231,89727.82,1,0
45,Japan,944,12/22/2017,ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis,Seldom,5641,68269.31,12,0
46,Chile,830,4/1/2017,lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed,Once,5741,75736.5,3,0
47,Portugal,844,3/11/2017,luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat,Seldom,5038,89169.48,5,0
48,United States,720,7/6/2017,etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna,Monthly,5037,80887.64,9,0
49,Philippines,844,11/23/2017,est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna,Weekly,5677,71567.75,12,0
50,Sweden,808,7/6/2017,ipsum primis in faucibus orci luctus et ultrices posuere cubilia,Yearly,5119,40141.48,1,0
51,Indonesia,980,1/9/2017,lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non,Yearly,5021,66130.7,5,0
52,Poland,977,9/17/2017,maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin,Never,5338,57456.99,7,0
53,Mexico,995,2/10/2017,aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa,Monthly,5223,43553.02,2,0
54,Uganda,718,6/6/2017,varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla,Never,5540,55816.25,3,0
55,France,924,11/11/2017,suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis,Once,5020,43259.16,8,0
56,China,946,6/24/2017,quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et,Once,5873,85106.51,6,0
57,Sweden,737,1/22/2017,congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae,Yearly,5344,55711.81,6,0
58,United States,709,9/9/2017,mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus,Often,5285,87919.15,11,0
59,Brazil,799,6/13/2017,pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien,Once,5565,43587.01,6,0
60,Syria,732,12/5/2017,urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam,Yearly,5693,99740.58,12,0
61,China,995,6/12/2017,at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget,Yearly,5005,92067.01,7,0
62,United States,870,9/20/2017,justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis,Monthly,5733,76691.12,11,0
63,China,890,6/21/2017,ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse,Often,5265,66456.35,12,0
64,Sudan,914,12/23/2017,aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed,Daily,5903,96386.56,5,0
65,Estonia,874,12/8/2017,erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer,Seldom,5493,58987.37,10,0
66,Indonesia,714,6/17/2017,odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus,Yearly,5351,66949.38,7,0
67,Indonesia,863,6/29/2017,adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus,Daily,5996,61961.31,1,0
68,Colombia,903,8/5/2017,posuere nonummy integer non velit donec diam neque vestibulum eget vulputate,Once,5101,55991.31,1,0
69,Japan,843,12/23/2017,in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien,Yearly,5171,76993.08,11,0
70,Philippines,979,1/11/2017,integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus,Often,5864,71597.27,8,0
71,Canada,933,11/6/2017,in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat,Never,5395,97294.28,7,0
72,Mongolia,962,11/12/2017,pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet,Often,5204,90401.86,2,0
73,Luxembourg,823,3/2/2017,in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae,Daily,5902,89665.6,1,0
74,Brazil,751,9/2/2017,in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt,Often,5398,80652.15,12,0
75,Russia,839,4/3/2017,platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat,Weekly,5082,95440.22,8,0
76,China,803,8/14/2017,nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus,Never,5249,80059.4,2,0
77,Poland,776,4/26/2017,semper porta volutpat quam pede lobortis ligula sit amet eleifend,Often,5723,40785.43,1,0
78,Russia,891,2/20/2017,nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum,Seldom,5866,50309.9,3,0
79,Russia,863,3/12/2017,consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla,Daily,5594,48903.03,5,0
80,China,718,9/29/2017,augue luctus tincidunt nulla mollis molestie lorem quisque ut erat,Weekly,5803,59860.01,3,0
81,Samoa,867,9/24/2017,nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla,Once,5654,61895.85,3,0
82,Peru,809,8/12/2017,nibh ligula nec sem duis aliquam convallis nunc proin at turpis a,Yearly,5628,73796.29,4,0
83,Lesotho,740,7/21/2017,sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique,Daily,5211,71703.6,3,0
84,China,951,7/6/2017,sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque,Often,5153,62306.39,10,0
85,Angola,797,6/21/2017,sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero,Often,5559,77650.88,5,0
86,Venezuela,817,8/10/2017,ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut,Often,5089,89338.8,2,0
87,Colombia,976,4/25/2017,orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio,Yearly,5758,63103.09,8,0
88,Serbia,791,10/26/2017,sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in,Weekly,5094,97717.49,4,0
89,China,956,6/28/2017,quis lectus suspendisse potenti in eleifend quam a odio in,Seldom,5996,50175.32,9,0
90,Argentina,999,7/6/2017,quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis,Never,5838,84019.62,7,0
91,China,999,9/17/2017,quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus,Often,5239,62957.03,2,0
92,New Caledonia,798,12/18/2017,justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna,Weekly,5304,52343.99,11,0
93,Yemen,834,6/30/2017,faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit,Daily,5512,55176.77,3,0
94,Moldova,733,1/30/2017,massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien,Yearly,5329,67280.98,6,0
95,Philippines,918,6/25/2017,vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum,Often,5028,79707.19,11,0
96,Libya,955,6/9/2017,vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia,Often,5497,59040.93,8,0
97,France,848,4/12/2017,sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis,Often,5247,53230.85,11,0
98,Finland,783,10/8/2017,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur,Often,5182,68362.52,5,0
99,France,857,10/30/2017,nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget,Yearly,5621,75972.89,6,0
100,Russia,848,10/20/2017,quis justo maecenas rhoncus aliquam lacus morbi quis tortor id,Often,5688,61885.01,10,0
101,China,932,10/2/2017,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus,Often,5347,81437.67,5,0
102,United States,914,3/9/2017,laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue,Yearly,5748,40319.24,6,0
103,Russia,803,4/26/2017,lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet,Never,5305,76368.78,10,0
104,China,783,12/1/2017,curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor,Monthly,5043,99870.05,10,0
105,Russia,858,10/6/2017,nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor,Yearly,5154,69699.23,8,0
106,China,928,12/10/2017,sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis,Once,5241,58464.56,10,0
107,Indonesia,787,9/13/2017,odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero,Seldom,5984,64117.15,8,0
108,Philippines,708,5/20/2017,eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec,Weekly,5996,96435.15,2,0
109,Mozambique,765,9/13/2017,a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium,Yearly,5250,71824.9,9,0
110,Philippines,731,8/16/2017,ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu,Monthly,5788,55447.7,2,0
111,Iran,980,10/5/2017,quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus,Never,5989,53468.47,4,0
112,Afghanistan,818,1/16/2017,aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt,Never,5375,61516.94,9,0
113,Czech Republic,916,4/24/2017,augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum,Monthly,5337,82190.58,9,0
114,Philippines,947,10/22/2017,suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur,Never,5222,79314.82,1,0
115,Indonesia,724,3/4/2017,integer non velit donec diam neque vestibulum eget vulputate ut,Often,5429,45758.24,8,0
116,Germany,832,9/28/2017,habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis,Once,5865,57778.48,8,0
117,Austria,953,7/7/2017,ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna,Yearly,5861,56870.96,11,0
118,Russia,722,11/6/2017,nulla tellus in sagittis dui vel nisl duis ac nibh fusce,Seldom,5027,86119.71,2,0
119,Peru,838,9/21/2017,ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem,Yearly,5156,64374.52,10,0
120,Indonesia,915,8/18/2017,odio consequat varius integer ac leo pellentesque ultrices mattis odio donec,Monthly,5366,58532.24,7,0
121,Philippines,775,1/17/2017,at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros,Monthly,5067,65752.99,4,0
122,Philippines,973,10/17/2017,porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in,Yearly,5213,73685.67,6,0
123,Poland,930,8/28/2017,rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede,Often,5652,95057.05,6,0
124,Tanzania,909,4/27/2017,mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum,Seldom,5366,94196.83,1,0
125,Czech Republic,904,1/22/2017,proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis,Once,5447,45462.57,4,0
126,Japan,937,3/19/2017,egestas metus aenean fermentum donec ut mauris eget massa tempor,Never,5899,94879.28,3,0
127,Azerbaijan,909,11/20/2017,euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at,Seldom,5982,47172.54,5,0
128,Sri Lanka,749,6/2/2017,sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae,Never,5653,60847.96,7,0
129,Chad,734,12/14/2017,quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at,Daily,5801,76014.48,10,0
130,Indonesia,780,1/9/2017,nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper,Never,5328,47982.55,6,0
131,China,931,2/26/2017,et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci,Weekly,5668,98684.67,7,0
132,China,894,9/11/2017,primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse,Daily,5913,89462.11,9,0
133,China,791,2/10/2017,curabitur in libero ut massa volutpat convallis morbi odio odio,Monthly,5437,99245.46,3,0
134,Bolivia,916,5/12/2017,orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat,Weekly,5623,81044.9,2,0
135,France,781,4/7/2017,faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis,Monthly,5363,49237.49,10,0
136,Sweden,880,4/22/2017,diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra,Never,5072,93700.94,8,0
137,Senegal,932,12/12/2017,turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh,Monthly,5112,89900.32,11,0
138,Luxembourg,798,11/27/2017,donec ut mauris eget massa tempor convallis nulla neque libero,Often,5093,55540.08,11,0
139,Bosnia and Herzegovina,719,5/6/2017,elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus,Seldom,5286,71665.67,5,0
140,United States,969,1/4/2017,nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros,Daily,5862,78766.71,2,0
141,Albania,717,9/9/2017,sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris,Never,5325,91474.62,9,0
142,France,720,8/4/2017,tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst,Yearly,5654,80938.49,9,0
143,Indonesia,747,1/31/2017,nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida,Monthly,5194,94791.52,10,0
144,Belarus,954,1/10/2017,vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes,Once,5243,96134.21,8,0
145,Russia,776,4/27/2017,nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti,Never,5642,68029.59,11,0
146,Peru,703,2/23/2017,molestie nibh in lectus pellentesque at nulla suspendisse potenti cras,Monthly,5275,61877.76,11,0
147,United States,764,12/10/2017,quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam,Daily,5275,66801.56,10,0
148,Albania,854,9/30/2017,eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a,Once,5417,97426.61,4,0
149,Norway,864,3/9/2017,ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a,Often,5144,66155.73,9,0
150,Thailand,704,8/21/2017,gravida sem praesent id massa id nisl venenatis lacinia aenean,Never,5895,41775.59,9,0
151,Kenya,878,4/7/2017,etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida,Weekly,5588,48710.06,7,0
152,Russia,919,8/4/2017,pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue,Weekly,5274,70054.7,4,0
153,Ethiopia,810,2/23/2017,ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu,Yearly,5960,95561.77,9,0
154,Ukraine,847,6/17/2017,nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus,Daily,5765,49398.04,9,0
155,China,944,3/6/2017,in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices,Yearly,5218,70273.99,12,0
156,Finland,954,6/16/2017,duis mattis egestas metus aenean fermentum donec ut mauris eget,Seldom,5475,92625.33,9,0
157,Greece,784,10/20/2017,massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id,Seldom,5416,64947.77,3,0
158,Botswana,925,10/6/2017,nec nisi volutpat eleifend donec ut dolor morbi vel lectus in,Yearly,5572,47385.59,9,0
159,Israel,726,6/4/2017,cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit,Never,5478,87239.1,9,0
160,China,815,5/20/2017,eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc,Weekly,5456,89334.42,10,0
161,Poland,841,9/23/2017,sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas,Often,5561,82025.07,10,0
162,South Korea,952,10/31/2017,morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor,Monthly,5442,84326.45,7,0
163,Ukraine,724,1/24/2017,morbi odio odio elementum eu interdum eu tincidunt in leo maecenas,Seldom,5654,55251.67,10,0
164,Ukraine,989,5/30/2017,sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem,Once,5324,61533.46,5,0
165,Czech Republic,841,10/15/2017,pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam,Weekly,5729,92067.97,7,0
166,Sweden,717,4/15/2017,in porttitor pede justo eu massa donec dapibus duis at velit,Often,5968,79513.95,9,0
167,Nigeria,851,8/21/2017,in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet,Daily,5328,76754.57,1,0
168,Indonesia,902,6/6/2017,platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt,Monthly,5272,65612.02,7,0
169,Colombia,753,6/11/2017,justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor,Yearly,5814,57385.23,10,0
170,Portugal,861,12/29/2016,eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum,Seldom,5295,91511.5,7,0
171,Albania,915,11/27/2017,odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat,Daily,5452,87614.62,4,0
172,China,760,10/10/2017,quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris,Yearly,5226,77997.34,7,0
173,China,876,10/7/2017,justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,Seldom,5164,71605.18,7,0
174,China,795,3/10/2017,in libero ut massa volutpat convallis morbi odio odio elementum,Monthly,5477,49805.98,11,0
175,Iran,967,8/28/2017,luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque,Yearly,5305,75055.23,4,0
176,Dominican Republic,981,7/19/2017,purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac,Daily,5191,78474.0,11,0
177,Poland,877,7/1/2017,nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum,Daily,5952,86056.61,5,0
178,Mali,984,2/1/2017,sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo,Daily,5889,98241.7,8,0
179,Macedonia,921,10/14/2017,porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non,Yearly,5394,49028.54,6,0
180,Greece,803,2/7/2017,ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla,Weekly,5865,89396.41,4,0
181,Swaziland,822,11/4/2017,etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus,Daily,5883,75913.0,3,0
182,Peru,779,5/27/2017,rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam,Never,5333,88780.73,7,0
183,Zambia,715,10/30/2017,tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non,Daily,5113,63634.73,5,0
184,Croatia,774,6/26/2017,nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa,Yearly,5814,81459.94,2,0
185,China,827,7/17/2017,nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus,Monthly,5549,45181.47,6,0
186,Yemen,778,3/30/2017,lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla,Often,5074,46599.2,3,0
187,Greece,705,4/18/2017,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec,Seldom,5236,52706.08,6,0
188,China,864,2/6/2017,sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique,Daily,5115,77346.12,11,0
189,Panama,737,9/4/2017,quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices,Weekly,5577,97703.55,11,0
190,China,752,10/22/2017,eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu,Yearly,5466,92309.79,1,0
191,Sweden,897,2/6/2017,donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit,Once,5177,79063.77,4,0
